1665.0	1.10655745e-14
1666.5	1.87605675e-14
1668.0	3.605029e-15
1669.5	9.6380035e-15
1671.0	6.6466015e-15
1672.5	4.28216565e-15
1674.0	-3.6228675e-15
1675.5	8.968973e-15
1677.0	3.6495785e-15
1678.5	1.55141915e-14
1680.0	1.65552645e-14
1681.5	1.9872925e-15
1683.0	3.33687365e-15
1684.5	1.72219079e-14
1686.0	7.844336e-15
1687.5	1.25947135e-14
1689.0	1.0522364e-14
1690.5	4.859491e-15
1692.0	4.4256075e-15
1693.5	7.813884e-15
1695.0	6.63061775e-15
1696.5	8.155573e-15
1698.0	9.170349e-15
1699.5	4.783455e-15
1701.0	4.961921e-15
1702.5	5.8777146e-15
1704.0	1.08302697e-14
1705.5	5.6419465e-15
1707.0	5.48341e-15
1708.5	9.0228955e-15
1710.0	4.6890305e-15
1711.5	3.783267e-15
1713.0	2.729857e-15
1714.5	1.0415351e-14
1716.0	4.3227483e-15
1717.5	7.1210825e-15
1719.0	7.713867e-15
1720.5	7.3285175e-15
1722.0	8.3947245e-15
1723.5	6.9220218e-15
1725.0	3.0172875e-15
1726.5	8.2093308e-15
1728.0	3.184069e-15
1729.5	4.297558e-15
1731.0	8.7719622e-15
1732.5	8.010532e-15
1734.0	5.194121e-15
1735.5	5.14497645e-15
1737.0	8.798679795e-15
1738.5	-3.25926e-16
1740.0	4.14037465e-15
1741.5	7.5736755e-15
1743.0	2.141424e-15
1744.5	2.57804615e-15
1746.0	7.3532693e-15
1747.5	6.325189e-15
1749.0	5.17107525e-15
1750.5	8.322237e-15
1752.0	7.1412706e-15
1753.5	4.915421e-15
1755.0	5.97462795e-15
1756.5	6.8986135e-15
1758.0	3.8372415e-15
1759.5	4.877388e-15
1761.0	6.29906e-15
1762.5	6.1715915e-15
1764.0	5.8564042e-15
1765.5	7.8657633e-15
1767.0	4.6906395e-15
1768.5	4.3001909e-15
1770.0	7.564796e-15
1771.5	3.4363015e-15
1773.0	4.999616e-15
1774.5	5.6908675e-15
1776.0	5.6809035e-15
1777.5	7.68593e-15
1779.0	7.615811e-15
1780.5	7.3908725e-15
1782.0	3.925333e-15
1783.5	5.711936e-15
1785.0	7.198388e-15
1786.5	5.298612e-15
